"Image_Presented","rawDT","SlideNumber","SubID","logDT","residDT","SequenceLocation","TwoAFC_Sum","TwoAFC_PropCorrect","SequenceNumber"
"Movies/black.mov",1.06578767299652,8,"A007",0.0276706928418896,-0.0424765741977259,"Blank",4,0.8,2
"Movies/Dog_2_A.mov",1.49936878681183,9,"A007",0.175908465656097,0.111709256652312,"Slide1",4,0.8,3
"Movies/Dog_4_B.mov",1.38268077373505,10,"A007",0.140721923993507,0.0814147569050152,"Slide2",4,0.8,3
"Movies/Dog_2_A.mov",1.31500995159149,11,"A007",0.118929039445486,0.0637253323347559,"Slide3",4,0.8,3
"Movies/black.mov",1.16677486896515,12,"A007",0.066987066329623,0.0152811045197794,"Blank",4,0.8,3
"Movies/Dog_4_A.mov",1.46607053279877,13,"A007",0.166154864758337,0.117470473513767,"Slide1",4,0.8,4
"Movies/Dog_1_B.mov",1.48281812667847,14,"A007",0.171087886413579,0.125043380892144,"Slide2",4,0.8,4
"Movies/Dog_4_A.mov",1.61613368988037,15,"A007",0.208477283651322,0.164761623071192,"Slide3",4,0.8,4
"Movies/black.mov",1.2492288351059,16,"A007",0.0966420002002083,0.0549980838939594,"Blank",4,0.8,4
"Movies/Dog_2_A.mov",1.19919788837433,17,"A007",0.0788908551069139,0.0391035246723158,"Slide1",4,0.8,5
"Movies/Dog_4_B.mov",1.28260385990143,18,"A007",0.108092542560301,0.0699797749570933,"Slide2",4,0.8,5
"Movies/Dog_2_A.mov",1.23254430294037,19,"A007",0.0908025386403317,0.0542088573759332,"Slide3",4,0.8,5
"Movies/black.mov",0.948988199234009,20,"A007",-0.022739188035739,-0.0579477258280819,"Blank",4,0.8,5
"Movies/Dog_4_A.mov",1.13249337673187,21,"A007",0.0540356707668022,0.0200959957870214,"Slide1",4,0.8,6
"Movies/Dog_4_B.mov",1.11578297615051,22,"A007",0.0475797309582953,0.0148072701664072,"Slide2",4,0.8,6
"Movies/Dog_4_A.mov",1.19921135902405,23,"A007",0.0788957335311004,0.047201069811923,"Slide3",4,0.8,6
"Movies/black.mov",0.748735725879669,24,"A007",-0.125671444042745,-0.156367418911263,"Blank",4,0.8,6
"Movies/Dog_1_A.mov",1.11588406562805,25,"A007",0.0476190760769728,0.0178514354843223,"Slide1",4,0.8,7
"Movies/Dog_4_B.mov",1.11580777168274,26,"A007",0.0475893819777152,0.0186872051721018,"Slide2",4,0.8,7
"Movies/Dog_1_A.mov",1.06575787067413,27,"A007",0.0276585486170569,-0.000434595839247626,"Slide3",4,0.8,7
"Movies/black.mov",2.41585254669189,28,"A007",0.362983650844385,0.335648679501676,"Blank",4,0.8,7
